alg,fitness
ES,-3.14321
ES,-3.17177
ES,-3.12561
ES,-3.09954
ES,-3.11438
ES,-3.09459
ES,-3.12742
ES,-3.12684
ES,-3.12238
ES,-3.09596
ES,-3.09379
ES,-3.13298
ES,-3.13609
ES,-3.16333
ES,-3.16293
ES,-3.1336
ES,-3.12995
ES,-3.07763
ES,-3.14757
ES,-3.08821
ES,-3.12178
ES,-3.16612
ES,-3.15047
ES,-3.17119
ES,-3.10341
ES,-3.10026
ES,-3.14625
ES,-3.14434
ES,-3.17252
ES,-3.17382
ES,-3.10849
ILS-ES,-3.10136
ILS-ES,-3.07717
ILS-ES,-3.11381
ILS-ES,-3.06242
ILS-ES,-3.08608
ILS-ES,-3.09131
ILS-ES,-3.14514
ILS-ES,-3.08205
ILS-ES,-3.13547
ILS-ES,-3.08204
ILS-ES,-3.11774
ILS-ES,-3.11751
ILS-ES,-3.04886
ILS-ES,-3.08362
ILS-ES,-3.09628
ILS-ES,-3.12815
ILS-ES,-3.12744
ILS-ES,-3.06788
ILS-ES,-3.13054
ILS-ES,-3.07819
ILS-ES,-3.17736
ILS-ES,-3.12203
ILS-ES,-3.06098
ILS-ES,-3.08382
ILS-ES,-3.0772
ILS-ES,-3.10377
ILS-ES,-3.11845
ILS-ES,-3.09485
ILS-ES,-3.03023
ILS-ES,-3.05057
ILS-ES,-3.13916
ILS-ES,-3.07586
ILS-ES,-3.145
ILS-ES,-3.15651
ILS-ES,-3.12386
ILS-ES,-3.05595
ILS-ES,-3.05479
ILS-ES,-3.10331
ILS-ES,-3.0649
ILS-ES,-3.07367
ILS-ES,-3.13507
ILS-ES,-3.12673
ILS-ES,-3.13735
ILS-ES,-3.06274
ILS-ES,-3.10578
ILS-ES,-3.10745
ILS-ES,-3.13269
ILS-ES,-3.1571
ILS-ES,-3.13442
ILS-ES,-3.09849
