alg,fitness
ES,-3.91253
ES,-3.91472
ES,-3.89105
ES,-3.91614
ES,-3.89746
ES,-3.93344
ES,-3.91118
ES,-3.90019
ES,-3.88591
ES,-3.88947
ES,-3.90258
ES,-3.88382
ES,-3.90852
ES,-3.93591
ES,-3.93744
ES,-3.89573
ES,-3.86419
ES,-3.91417
ES,-3.90402
ES,-3.92362
ES,-3.95232
ES,-3.92369
ES,-3.92146
ES,-3.89317
ES,-3.90347
ES,-3.9245
ES,-3.90944
ES,-3.91758
ES,-3.93964
ES,-3.88635
ILS-ES,-3.884
ILS-ES,-3.9055
ILS-ES,-3.91109
ILS-ES,-3.93232
ILS-ES,-3.89534
ILS-ES,-3.89962
ILS-ES,-3.92842
ILS-ES,-3.86017
ILS-ES,-3.94902
ILS-ES,-3.88414
ILS-ES,-3.8868
ILS-ES,-3.93598
ILS-ES,-3.89746
ILS-ES,-3.88332
ILS-ES,-3.88591
ILS-ES,-3.87774
ILS-ES,-3.90182
ILS-ES,-3.84939
ILS-ES,-3.90203
ILS-ES,-3.89808
ILS-ES,-3.92757
ILS-ES,-3.91429
ILS-ES,-3.85674
ILS-ES,-3.8902
ILS-ES,-3.88099
ILS-ES,-3.89778
ILS-ES,-3.9152
ILS-ES,-3.86223
ILS-ES,-3.84519
ILS-ES,-3.86783
ILS-ES,-3.91873
ILS-ES,-3.93415
ILS-ES,-3.92432
ILS-ES,-3.93003
ILS-ES,-3.9212
ILS-ES,-3.85082
ILS-ES,-3.86421
ILS-ES,-3.88792
ILS-ES,-3.85368
ILS-ES,-3.91723
ILS-ES,-3.88563
ILS-ES,-3.90888
ILS-ES,-3.88843
ILS-ES,-3.85258
ILS-ES,-3.90721
ILS-ES,-3.89767
ILS-ES,-3.8998
ILS-ES,-3.95275
ILS-ES,-3.88902
ILS-ES,-3.88685
